year,q_no,part,topic_code,topic_name,form,answer_type,confidence,has_shared_stem,shared_stem,question_text
2023,7,Probability,P5,Standard Continuous Distributions,PLAIN,EXPR,A,N,,"If $\varphi(\cdot)$ is pdf of $N(0,1)$ distribution and $A$ represents a circle of unit area with centre at origin, then what is the value of $\displaystyle\iint_A \varphi(x)\varphi(y)\,dx\,dy$? (a) $\dfrac{1}{2}+e^{-\pi}$ (b) $1-e^{-\frac{1}{2\pi}}$ (c) $1-e^{-2\pi}$ (d) $1-e^{-\frac{1}{\sqrt{\pi}}}$"
2023,8,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NUM,A,Y,"*Questions 8–10 are based on the following: let the joint pdf of two random variables $X$ and $Y$ be* $$f(x,y) = \frac{1}{\sqrt{2\pi y}}\,e^{-\frac{1}{2y}(x-12y)^2}, \quad -\infty<x<\infty,\ 0<y<1$$",What is the value of $E(X)$? (a) 1 (b) 2 (c) 4 (d) 6
2023,9,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NUM,A,Y,"*Questions 8–10 are based on the following: let the joint pdf of two random variables $X$ and $Y$ be* $$f(x,y) = \frac{1}{\sqrt{2\pi y}}\,e^{-\frac{1}{2y}(x-12y)^2}, \quad -\infty<x<\infty,\ 0<y<1$$",What is the value of $\mathrm{Var}(X)$? (a) 1 (b) 2 (c) 12 (d) 12.5
2023,10,Probability,P8,Mathematical Expectation & Conditional Expectation,PLAIN,NUM,C,Y,"*Questions 8–10 are based on the following: let the joint pdf of two random variables $X$ and $Y$ be* $$f(x,y) = \frac{1}{\sqrt{2\pi y}}\,e^{-\frac{1}{2y}(x-12y)^2}, \quad -\infty<x<\infty,\ 0<y<1$$","What is the value of $\mathrm{Cov}(X,Y)$? (a) 1 (b) 2 (c) 2.5 (d) 3"
2023,11,Probability,P9,"Characteristic Function, MGF & PGF; Inversion, Uniqueness, Continuity",PLAIN,EXPR,A,N,,"If random variable $X$ follows Binomial distribution with $n=10$ and $p=\dfrac{1}{4}$, then what is the value of third cumulant of $Y=10-X$? (a) $-\dfrac{15}{16}$ (b) $\dfrac{15}{16}$ (c) $\dfrac{5}{8}$ (d) $\dfrac{5}{16}$"
2023,12,Probability,P7,Distributions of Functions of Random Variables,PLAIN,EXPR,C,N,,"If $X, Y$ and $Z$ are iid Exponential(1) variates, then the distribution of $\dfrac{X+Y+Z}{3}$ is: (a) Exponential(1/3) (b) Exponential(3) (c) Gamma($n=3,\lambda=1/3$) (d) Gamma($n=3,\lambda=3$)"
2023,13,Probability,P9,"Characteristic Function, MGF & PGF; Inversion, Uniqueness, Continuity",PLAIN,EXPR,C,N,,"If random variable $X$ assumes non-negative integral values and $P(s)=E(s^X)$, then what is the value of $\displaystyle\sum_{n=0}^{\infty} s^{2n}P(X\le n)$? (a) $\dfrac{P(\sqrt{s})}{1-s^2}$ (b) $\dfrac{P(s)}{1-s^2}$ (c) $\dfrac{P(s^2)}{1-s^2}$ (d) $\dfrac{P(\sqrt{s})}{1-s}$"
2023,14,Probability,P8,Mathematical Expectation & Conditional Expectation,PLAIN,EXPR,A,N,,"If a random variable assumes non-negative integral values and $E(X)=\mu$, $\mathrm{Var}(X)=\sigma^2$, then what is the value of $2\displaystyle\sum_{x=0}^{\infty}xP(X>x)$? (a) $\sigma^2+\mu^2$ (b) $\sigma^2+\mu^2-\mu$ (c) $\dfrac{\sigma^2-\mu}{2}$ (d) $\dfrac{\sigma^2+\mu^2-\mu}{2}$"
2023,15,Probability,P9,"Characteristic Function, MGF & PGF; Inversion, Uniqueness, Continuity",TBL,EXPR,A,Y,*Questions 15–17 are based on the following joint pmf of $X$ and $Y$ ($0<\theta<1$):* | $X\backslash Y$ | −2 | −1 | 0 | 1 | 2 | |---|---|---|---|---|---| | **−1** | $\theta$ | $2\theta$ | $3\theta$ | $\theta$ | $\theta$ | | **0** | $2\theta$ | $3\theta$ | $\theta$ | $0$ | $0$ | | **1** | $\theta$ | $\theta$ | $\theta$ | $\theta$ | $2\theta$ |,What is the moment generating function of $X \mid Y=2$? (a) $\dfrac{e^{-t}+2e^t}{3}$ (b) $\dfrac{1+e^{-t}+e^t}{3}$ (c) $\dfrac{2e^{-t}+e^t}{3}$ (d) $(1-2t)^{-1}$
2023,16,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",TBL,NUM,A,Y,*Questions 15–17 are based on the following joint pmf of $X$ and $Y$ ($0<\theta<1$):* | $X\backslash Y$ | −2 | −1 | 0 | 1 | 2 | |---|---|---|---|---|---| | **−1** | $\theta$ | $2\theta$ | $3\theta$ | $\theta$ | $\theta$ | | **0** | $2\theta$ | $3\theta$ | $\theta$ | $0$ | $0$ | | **1** | $\theta$ | $\theta$ | $\theta$ | $\theta$ | $2\theta$ |,What is the value of $\mathrm{Var}(X \mid Y=2)$? (a) 1/3 (b) 2/3 (c) 8/9 (d) 2/9
2023,17,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",TBL,NUM,A,Y,*Questions 15–17 are based on the following joint pmf of $X$ and $Y$ ($0<\theta<1$):* | $X\backslash Y$ | −2 | −1 | 0 | 1 | 2 | |---|---|---|---|---|---| | **−1** | $\theta$ | $2\theta$ | $3\theta$ | $\theta$ | $\theta$ | | **0** | $2\theta$ | $3\theta$ | $\theta$ | $0$ | $0$ | | **1** | $\theta$ | $\theta$ | $\theta$ | $\theta$ | $2\theta$ |,What is the value of $E(XY \mid Y=2)$? (a) 1 (b) 1/3 (c) 2/3 (d) 8/9
2023,18,Probability,P5,Standard Continuous Distributions,PLAIN,EXPR,C,Y,"*Questions 18–20 are based on the following: let the joint pdf of $X$ and $Y$ be* $$f(x,y) = \begin{cases}\dfrac{\lambda x^{12}}{(1+xy)^{20}}, & x>0,\ y>1\\ 0, & \text{otherwise}\end{cases}$$","What is the value of $\lambda$? (where $B(m,n) = \displaystyle\int_0^1 x^{m-1}(1-x)^{n-1}\,dx$) (a) $\dfrac{1}{B(12,7)}$ (b) $\dfrac{19}{B(12,7)}$ (c) $\dfrac{7}{B(12,7)}$ (d) $\dfrac{84}{B(12,7)}$"
2023,19,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NAME,A,Y,"*Questions 18–20 are based on the following: let the joint pdf of $X$ and $Y$ be* $$f(x,y) = \begin{cases}\dfrac{\lambda x^{12}}{(1+xy)^{20}}, & x>0,\ y>1\\ 0, & \text{otherwise}\end{cases}$$","What is the marginal distribution of $X$? (a) Beta Type-II distribution with parameters (12, 7) (b) Beta Type-II distribution with parameters (13, 7) (c) Beta Type-I distribution with parameters (12, 7) (d) Beta Type-I distribution with parameters (13, 7)"
2023,20,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,EXPR,A,Y,"*Questions 18–20 are based on the following: let the joint pdf of $X$ and $Y$ be* $$f(x,y) = \begin{cases}\dfrac{\lambda x^{12}}{(1+xy)^{20}}, & x>0,\ y>1\\ 0, & \text{otherwise}\end{cases}$$",Marginal distribution of $Y$ has pdf: (a) $\dfrac{7}{y^8}$; $y>1$ and 0 otherwise (b) $\dfrac{11}{y^{12}}$; $y>1$ and 0 otherwise (c) $\dfrac{18}{y^{19}}$; $y>1$ and 0 otherwise (d) $\dfrac{12}{y^{13}}$; $y>1$ and 0 otherwise
2023,21,Statistical Methods,S1,"Collection, Compilation & Presentation of Data; Frequency Distributions",MSA,SEL,B,N,,"Which of the following are examples of data condensing? 1. Data array 2. Frequency distribution 3. Histogram 4. Ogives Select the correct answer using the code given below: (a) 1, 2 and 4 only (b) 1 and 3 only (c) 2, 3 and 4 only (d) 1, 2, 3 and 4"
2023,22,Statistical Methods,S2,Measures of Location & Dispersion,PLAIN,NUM,B,N,,"For the variable $X$, following observations are taken: $X=2,5,0,6,3,8,1,3,0,2$. What is $\mathrm{Var}(2X+2)$? (a) 24.8 (b) 26.8 (c) 28.8 (d) 29.6"
2023,23,Statistical Methods,S3,Skewness & Kurtosis (Moments),PLAIN,NUM,A,N,,What is the 3rd central moment of Binomial distribution with parameters $n=10$ and $p=1/2$? (a) 25 (b) 5 (c) 2.5 (d) 0
2023,24,Statistical Methods,S4,Bivariate & Multivariate Data; Association & Contingency,TBL,NUM,A,N,,Consider the contingency table presenting the number of skilled and unskilled labour against their gender. What is the value of $\chi^2$ for testing the association between gender and the nature of work? | | Skilled | Unskilled | |---|---|---| | Male | 30 | 30 | | Female | 20 | 20 | (a) 50 (b) 16.66 (c) 12.07 (d) 0
2023,25,Statistical Methods,S8,"Correlation: Distribution of r, Partial, Multiple, Intraclass, Correlation Ratio",PLAIN,EXPR,C,N,,"If $\mathrm{Var}(X)=4$, $\mathrm{Cov}(X,Y)=32$ and correlation coefficient $r(X,Y)=0.8$ for some bivariate data, then what is $V(Y)$ equal to? (a) 400 (b) 200 (c) $200\sqrt{2}$ (d) $400\sqrt{2}$"
2023,26,Statistical Methods,S6,Bivariate Normal Distribution,PLAIN,NUM,A,Y,"*Questions 26–30 are based on the following: the pdf of bivariate normal distribution is given by* $$f(x,y) = \lambda e^{-(2x^2+3xy+4y^2-7x-11y)}, \quad -\infty<x<\infty,\ -\infty<y<\infty$$ *where $\lambda$ is a constant.*",What is the value of $E(X)+E(Y)+3$? (a) 0 (b) 1 (c) 4 (d) 5
2023,27,Statistical Methods,S6,Bivariate Normal Distribution,PLAIN,NUM,A,Y,"*Questions 26–30 are based on the following: the pdf of bivariate normal distribution is given by* $$f(x,y) = \lambda e^{-(2x^2+3xy+4y^2-7x-11y)}, \quad -\infty<x<\infty,\ -\infty<y<\infty$$ *where $\lambda$ is a constant.*",What is the value of $23(\mathrm{Var}(X)+\mathrm{Var}(Y))$? (a) 4 (b) 8 (c) 12 (d) 17
2023,28,Statistical Methods,S6,Bivariate Normal Distribution,PLAIN,EXPR,A,Y,"*Questions 26–30 are based on the following: the pdf of bivariate normal distribution is given by* $$f(x,y) = \lambda e^{-(2x^2+3xy+4y^2-7x-11y)}, \quad -\infty<x<\infty,\ -\infty<y<\infty$$ *where $\lambda$ is a constant.*","If $r$ is the correlation coefficient between $X$ and $Y$, then what is the value of $\sqrt{2}\,r$? (a) $-\dfrac{3}{4}$ (b) $-\dfrac{1}{4}$ (c) $-\dfrac{1}{\sqrt{2}}$ (d) $-\dfrac{1}{2}$"
2023,29,Statistical Methods,S6,Bivariate Normal Distribution,PLAIN,EXPR,C,Y,"*Questions 26–30 are based on the following: the pdf of bivariate normal distribution is given by* $$f(x,y) = \lambda e^{-(2x^2+3xy+4y^2-7x-11y)}, \quad -\infty<x<\infty,\ -\infty<y<\infty$$ *where $\lambda$ is a constant.*","What is the distribution of $Y \mid X=x$ equal to? (a) $N\left(\dfrac{11-3x}{8},\dfrac{1}{8}\right)$ (b) $N\left(1,\dfrac{1}{8}\right)$ (c) $N\left(\dfrac{1+x}{2},\dfrac{1}{8}\right)$ (d) $N\left(\dfrac{4-3x}{8},\dfrac{7}{8}\right)$"
2023,30,Statistical Methods,S6,Bivariate Normal Distribution,PLAIN,EXPR,A,Y,"*Questions 26–30 are based on the following: the pdf of bivariate normal distribution is given by* $$f(x,y) = \lambda e^{-(2x^2+3xy+4y^2-7x-11y)}, \quad -\infty<x<\infty,\ -\infty<y<\infty$$ *where $\lambda$ is a constant.*","If $E(X)=\mu_1$ and $E(Y)=\mu_2$, then what is the value of $2\pi f(\mu_1,\mu_2)$? (a) $\sqrt{23}$ (b) $\sqrt{6}$ (c) $4\sqrt{2}$ (d) $16\sqrt{2}$"
2023,31,Statistical Methods,S6,Bivariate Normal Distribution,PLAIN,NUM,A,N,,"If $(X,Y)\sim BVN(0,0,1,1;\rho)$, then what is the value of $\dfrac{E\left((Y-\rho X)^4 \mid X\right)}{(1-\rho^2)^2}$? (a) 1 (b) 3 (c) 9 (d) 81"
2023,32,Statistical Methods,S8,"Correlation: Distribution of r, Partial, Multiple, Intraclass, Correlation Ratio",PLAIN,EXPR,A,N,,"For $h$ families containing equal number $k$ of members in each family, the range of intra-class correlation coefficient $\rho$ is: (a) 0 to 1 (b) −1 to 1 (c) $-\dfrac{1}{k-1}$ to 0 (d) $-\dfrac{1}{k-1}$ to 1"
2023,33,Statistical Methods,S9,Standard Errors & Large Sample Tests,PLAIN,NUM,A,N,,"If the correlation coefficient between heights of fathers and sons from a random sample of 900 is calculated as 0.67, what is the standard error? (a) 0.018 (b) 0.04 (c) 0.18 (d) 1.8"
2023,34,Statistical Methods,S9,Standard Errors & Large Sample Tests,PLAIN,NUM,A,N,,"The mean height obtained from a random sample of size 100 is 64 inches. The standard deviation of the height distribution is known to be 3 inches. What is the 95% confidence interval for mean height of the population? (Assume $Z_{0.025}=2$) (a) (63.4, 64.6) (b) (63.1, 64.1) (c) (62.8, 65.8) (d) (62, 66)"
2023,35,Statistical Methods,S9,Standard Errors & Large Sample Tests,PLAIN,NUM,A,N,,"In an art school, 380 children out of 800 were found to be singers. If $E$ is the standard error of proportion of singers, then what is $1280000E^2$ equal to? (a) 39.9 (b) 399 (c) 3990 (d) 4399"
2023,36,Statistical Methods,S10,"Sampling Distributions: Sample Mean, Sample Variance, t, Chi-square, F",PLAIN,NAME,A,N,,"If a sample of size $n$ is taken from $N(\mu,\sigma^2)$ and let $\bar x$ and $s^2$ be sample mean and sample variance respectively, then distribution of $\dfrac{(n-1)s^2}{\sigma^2}$ is: (a) Chi-square with $(n-1)$ degrees of freedom (b) Chi-square with $n$ degrees of freedom (c) Student's-$t$ with $(n-1)$ degrees of freedom (d) Student's-$t$ with $n$ degrees of freedom"
2023,37,Statistical Methods,S5,Curve Fitting & Orthogonal Polynomials,PLAIN,NUM,B,N,,"For a bivariate data, using the principles of least-squares, the following models were constructed: $E_1$: $Y=3X+5$ with $\sum(Y_i-3X_i-5)^2=15.48$ $E_2$: $Y=-X^2+8X+2$ with $\sum(Y_i+X_i^2-8X_i-2)^2=13.36$ What is the estimated value of $Y$ for $X=6$? (a) 4.5 (b) 14 (c) 18.5 (d) 23"
2023,38,Statistical Methods,S10,"Sampling Distributions: Sample Mean, Sample Variance, t, Chi-square, F",PLAIN,EXPR,A,N,,"Let $x_1,x_2,x_3,\ldots,x_n$ be a random sample from a Normal population with mean $\mu_0$ and variance $\sigma^2$. If $\bar X$ is the sample mean, then the distribution of $\dfrac{\bar X-\mu_0}{\sigma/\sqrt{n}}$ is: (a) $N(0,1)$ (b) $t$ with $n$ degrees of freedom (c) $t$ with $(n-1)$ degrees of freedom (d) $\chi^2$ with $(n-1)$ degrees of freedom"
2023,39,Statistical Methods,S6,Bivariate Normal Distribution,PLAIN,NUM,C,Y,"*Questions 39–40 are based on: $(X,Y)\sim BVN(0,0,1,1;\rho)$*","What is the value of $\mathrm{Cov}(Y-\rho X, X)$? (a) 0 (b) 0.5 (c) 0.75 (d) 1"
2023,40,Statistical Methods,S6,Bivariate Normal Distribution,PLAIN,NUM,C,Y,"*Questions 39–40 are based on: $(X,Y)\sim BVN(0,0,1,1;\rho)$*",What is the moment generating function of $X^2+Y^2-2\rho XY$? (a) $(1-2t)^{-1}$ (b) $(1-2\rho t)^{-1}$ (c) $(1-2t+2\rho^2 t)^{-1}$ (d) $(1-2t+2\rho t)^{-1}$
2023,41,Numerical Analysis,N3,Divided Differences; Newton's & Lagrange's Formulae (Unequal Intervals),PLAIN,NUM,A,N,,What is the minimum number of arguments required to find the third divided difference of the function $f(x)=x^3-2x+1$? (a) 2 (b) 3 (c) 4 (d) 5
2023,42,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",PLAIN,EXPR,A,N,,"What is $\Delta^2_{y,z}\, x^3$ equal to? (a) $\dfrac{1}{x}+\dfrac{1}{y}+\dfrac{1}{z}$ (b) $x+y+z$ (c) $x^2+y^2+z^2$ (d) $\dfrac{1}{x^2}+\dfrac{1}{y^2}+\dfrac{1}{z^2}$"
2023,43,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",PLAIN,NUM,B,N,,Let $U(x)$ be a polynomial of degree 3. Given that $U(0)+U(4)=72$ and $U(1)+U(3)=42$. What is the value of $U(2)$ assuming that differencing interval $h=1$? (a) 1 (b) 2 (c) 4 (d) 16
2023,44,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",PLAIN,NUM,A,N,,"If differencing interval is of length $h$, then what is $(x^2+hx+1)\tan(\Delta\tan^{-1}x)$ equal to? (a) 1 (b) $h$ (c) $h+1$ (d) $h^2+1$"
2023,45,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",PLAIN,NUM,B,N,,"If $x^{(r)} = x(x-1)(x-2)\cdots(x-(r-1))$, then what is the coefficient of $x^4$ in $2x^{(5)}-5x^{(4)}+3x^{(3)}+2x^{(2)}+1$? (a) 2 (b) $-1$ (c) $-10$ (d) $-25$"
2023,46,Numerical Analysis,N2,Interpolation - Newton-Gregory Forward & Backward (Equal Intervals),PLAIN,NAME,A,N,,"In case of equi-spaced tabular data, the error for linear interpolation is bounded by one eighth of the: (a) first difference (b) second difference (c) third difference (d) fourth difference"
2023,47,Numerical Analysis,N6,"Numerical Integration - Trapezoidal, Simpson's 1/3 & 3/8, Weddle's Rule",PLAIN,NUM,A,N,,"The integral $\displaystyle\int_0^1 x^3\,dx$ is evaluated by the Trapezoidal rule with step length $h$. Then the error is: (a) $h^2/12$ (b) $h^2/6$ (c) $h^2/4$ (d) $h^2/3$"
2023,48,Numerical Analysis,N6,"Numerical Integration - Trapezoidal, Simpson's 1/3 & 3/8, Weddle's Rule",PLAIN,NUM,B,N,,"What is the value of $b$ if $\displaystyle\int_0^h f(x)\,dx = ahf(0)+bhf\left(\dfrac{h}{3}\right)+chf(h)$ exists for a polynomial of degree as high as possible? (a) 1 (b) 3/4 (c) 1/2 (d) 0"
2023,49,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",PLAIN,NUM,A,N,,"What is the value of the expression $\Delta^6\big((1-x)(1-3x^2)(1-4x^3)\big)$, when interval of differencing is 1? (a) 8640 (b) 2160 (c) $-2160$ (d) $-8640$"
2023,50,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",PLAIN,NUM,A,N,,"If $\delta=\sqrt{E}-\dfrac{1}{\sqrt{E}}$ and $\mu=\dfrac{1}{2}\left(\sqrt{E}+\dfrac{1}{\sqrt{E}}\right)$, then what is $2\sqrt{1+\delta^2\mu^2}\,y_x$ equal to? (a) $y_{x+2}-2y_{x+1}+y_x$ (b) $y_{x+1}-y_{x-1}$ (c) $y_{x+1}+y_{x-1}$ (d) $y_{x+2}-y_x$"
2023,51,Numerical Analysis,N2,Interpolation - Newton-Gregory Forward & Backward (Equal Intervals),PLAIN,NUM,A,Y,"*Questions 51–52 are based on: $u_3=4.8,\ u_4=8.4,\ u_5=14.5,\ u_6=23.6,\ u_7=36.2,\ u_8=52.8,\ u_9=73.9$*",What is the value of $u_2$ according to Newton-Gregory forward difference interpolation formula? (a) 3.1 (b) 3.2 (c) 3.3 (d) 3.4
2023,52,Numerical Analysis,N2,Interpolation - Newton-Gregory Forward & Backward (Equal Intervals),PLAIN,NUM,A,Y,"*Questions 51–52 are based on: $u_3=4.8,\ u_4=8.4,\ u_5=14.5,\ u_6=23.6,\ u_7=36.2,\ u_8=52.8,\ u_9=73.9$*",What is the approximate value of $u_{8.5}$ according to Newton-Gregory backward difference interpolation formula? (a) 62.75 (b) 64.75 (c) 66.75 (d) 68.75
2023,53,Numerical Analysis,N6,"Numerical Integration - Trapezoidal, Simpson's 1/3 & 3/8, Weddle's Rule",PLAIN,NAME,A,N,,"Suppose $t_0=0<t_1<t_2<\cdots<t_n=1$. If $f$ is a continuous function and $f(t_i)$ are given for $0\le i\le n$, which quadrature formula is applicable to compute $\displaystyle\int_0^1 f(x)\,dx$? (a) Trapezoidal rule (b) Simpson's one-third rule (c) Simpson's three-eighth rule (d) No quadrature formula"
2023,54,Numerical Analysis,N6,"Numerical Integration - Trapezoidal, Simpson's 1/3 & 3/8, Weddle's Rule",PLAIN,SEL,A,N,,"Let $f:[0,1]\to\mathbb{R}$ be a continuous function. If $f\left(\dfrac{t}{10}\right)$ are given for $t=0,1,2,3,4,5$ and $f\left(\dfrac{t}{20}\right)$ are given for $t=11,12,13,\ldots,20$, which quadrature formula will one use to utilize the given data for the computation of $\displaystyle\int_0^1 f(x)\,dx$? (a) Trapezoidal rule only (b) Simpson's one-third rule only (c) Simpson's three-eighth rule (d) Trapezoidal rule or combination of Trapezoidal rule and Simpson's one-third rule"
2023,55,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",MSA,SEL,A,N,,Consider the following for equi-spaced arguments with $h$ as the interval of differencing: 1. $x^{(-r)} = \dfrac{2}{(x+rh)^{(r)}}$ 2. $\Delta^m x^{(-r)} = r(r+1)(r+2)\cdots(r+m)h^m x^{(-r-m)}$ for $m\le r$ Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2
2023,56,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",MSA,SEL,A,N,,Consider the following: 1. $\Delta(u_xv_x) = u_x\Delta v_x + v_{x+1}\Delta u_x$ 2. $\Delta(u_xv_x) = v_x\Delta u_x + u_{x+1}\Delta v_x$ Which of the above equalities is/are valid? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2
2023,57,Numerical Analysis,N8,"Numerical Solution of Differential Equations - Euler, Milne, Picard, Runge-Kutta",PLAIN,EXPR,A,N,,"Euler's method is applied to the initial value problem $\dfrac{dy}{dx}=\lambda y;\ y(0)=1,\ \lambda<0$. Then the method is stable (absolutely) for step size $h$ that satisfies: (a) $-2<\lambda h<2$ (b) $0<\lambda h<2$ (c) $-1<\lambda h<1$ (d) $-2<\lambda h<0$"
2023,58,Numerical Analysis,N8,"Numerical Solution of Differential Equations - Euler, Milne, Picard, Runge-Kutta",PLAIN,EXPR,A,N,,The classical Runge-Kutta fourth order method is applied to $\dfrac{dy}{dx}=-y;\ y(0)=1$. The result obtained after applying one step of length $h$ is: (a) $1-h+\dfrac{h^2}{2}$ (b) $1+h+\dfrac{h^2}{2}+\dfrac{h^3}{6}+\dfrac{h^4}{24}$ (c) $1-h+\dfrac{h^2}{2}-\dfrac{h^3}{6}+\dfrac{h^4}{24}$ (d) $1-h-\dfrac{h^2}{2}-\dfrac{h^3}{6}-\dfrac{h^4}{24}$
2023,59,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",PLAIN,NUM,B,Y,"*Questions 59–60 are based on the series 12, 40, 90, 168, 280, 432, …; let $f(x)$ be the polynomial of least degree related to this series.*",What is the degree of $f(x)$? (a) 2 (b) 3 (c) 4 (d) 5
2023,60,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",PLAIN,NUM,B,Y,"*Questions 59–60 are based on the series 12, 40, 90, 168, 280, 432, …; let $f(x)$ be the polynomial of least degree related to this series.*",What is the constant term in $f(x)$? (a) 0 (b) 1 (c) 8 (d) 12
2023,61,Computer Application and Data Processing,C1,"Computer Organisation: CPU, ALU, Control & Memory Units, I/O Units",MSA,SEL,A,N,,"Consider the following in respect of two kinds of microprocessors CISC (Complex Instruction Set Computer) and RISC (Reduced Instruction Set Computer): 1. The instructions of CISC are of variable length. 2. RISC supports parallel processing. 3. ARM is based on RISC. Which of the statements given above are correct? (a) 1 and 2 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3"
2023,62,Computer Application and Data Processing,C10,"Data, Information, Database & DBMS; Frontend/Backend",MSA,SEL,B,N,,"Which of the following are audio file formats? 1. MPEG 2. WAV 3. TIFF 4. WMA Select the correct answer using the code given below: (a) 1, 2 and 3 (b) 1, 2 and 4 (c) 1, 3 and 4 (d) 2, 3 and 4"
2023,63,Computer Application and Data Processing,C3,"Memory: RAM, ROM, Cache; Units of Memory & Storage Capacity",PLAIN,NAME,B,N,,The technique of dividing the physical memory space into multiple blocks is known as: (a) Paging (b) Segmentation (c) Fragmentation (d) Swapping
2023,64,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",MSA,SEL,A,N,,"In TCP/IP reference model, consider the following protocols belonging to various layers: 1. SMTP 2. FTP 3. DHCP 4. IP 5. TCP Which of the above are the Application Layer Protocols? (a) 1, 2 and 3 (b) 1, 3 and 4 (c) 1, 3 and 5 (d) 3, 4 and 5"
2023,65,Computer Application and Data Processing,C3,"Memory: RAM, ROM, Cache; Units of Memory & Storage Capacity",MSA,SEL,A,N,,"Consider the following statements regarding cache memory in the computer system: 1. The size of cache memory is always kept higher than the size of RAM. 2. Cache memory is faster to access than RAM but slower to access than CPU registers. 3. The effectiveness of cache memory is measured by hit rate. Which of the statements given above are correct? (a) 1 and 3 only (b) 2 and 3 only (c) 1 and 2 only (d) 1, 2 and 3"
2023,66,Computer Application and Data Processing,C5,"Software, Operating Systems, Packages & Utilities",PLAIN,NAME,A,N,,Which one of the following Operating Systems responds to an event within a predetermined time? (a) Time Sharing Operating System (b) Embedded Operating System (c) Real-time Operating System (d) Batch Operating System
2023,67,Computer Application and Data Processing,C4,Number Systems & Binary Arithmetic,MSA,SEL,A,N,,"Consider the following statements: 1. In number system if $(110)_X = (1100)_2$, then the value of $X$ is 3. 2. The gray coded equivalent of the binary number $(01010010)_2$ is $(01111011)$. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
2023,68,Computer Application and Data Processing,C9,"Programming Basics: Algorithm, Flowchart, Control Structures, Arrays, Functions",PLAIN,NAME,B,N,,Division of a computer program in terms of functions and modules is one of the vital features of: (a) Assembly language (b) Machine language (c) Structural language (d) Low level language
2023,69,Computer Application and Data Processing,C5,"Software, Operating Systems, Packages & Utilities",PLAIN,NAME,A,N,,Which of the following Operating Systems is an open source? (a) Windows 10 (b) iOS 16 (c) Linux (d) MS-DOS
2023,70,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",MSA,SEL,A,N,,"Consider the following statements: 1. TCP/IP is the communication protocol used in Internet. 2. A Network Interface Card (NIC) is used to connect a computer to Internet. 3. IP address is also known as hardware address that is assigned uniquely to every computer connected to the Internet. Which of the statements given above are correct? (a) 1 and 2 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3"
2023,71,Computer Application and Data Processing,C10,"Data, Information, Database & DBMS; Frontend/Backend",MSA,SEL,A,N,,"Consider the following statements in respect of SQL: 1. SQL can execute queries against a database. 2. SQL can update records in a database. 3. SQL query automatically eliminates duplicates. Which of the statements given above are correct? (a) 1 and 2 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3"
2023,72,Computer Application and Data Processing,C8,"Computer Security: Virus, Antivirus, Firewall, Spyware, Malware",MSA,SEL,A,N,,"Which of the following statements is/are correct? 1. Encryption process converts cipher text into plain text. 2. Digital signature employs two keys – private key and public key. 3. Secret Key Cryptography uses a single key for both, encryption and decryption. Select the correct answer using the code given below: (a) 2 only (b) 2 and 3 only (c) 3 only (d) 1, 2 and 3"
2023,73,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",PLAIN,NAME,A,N,,A device that converts digital signal into analog signal and vice-versa is known as: (a) Network switch (b) Modem (c) Network hub (d) Network router
2023,74,Computer Application and Data Processing,C5,"Software, Operating Systems, Packages & Utilities",PLAIN,NAME,A,N,,Which one of the following is the core component of UNIX? (a) Shell (b) Kernel (c) Process (d) Directories
